gene_id,species,gene_key,mean_expr,max_expr,tau,mae,n_valid_tissues,top_tissue
LOC108908061,agla,agla|LOC108908061,0.35144000000000003,1.5749,0.9710616547082354,1.0697800000000002,5,Adult_FatBody
LOC108908064,agla,agla|LOC108908064,6.686739999999999,6.9797,0.05246643838560405,2.1907,5,Adult_MalpighianTubule
LOC108908069,agla,agla|LOC108908069,1.58782,4.1808,0.775264303482587,1.09108,5,Adult_Brain
LOC108908071,agla,agla|LOC108908071,4.14548,4.5529,0.11185727777899804,0.3038400000000001,5,Adult_Brain
LOC108908079,agla,agla|LOC108908079,1.0234999999999999,2.1045,0.6420765027322404,0.45328,5,Adult_Hindgut
LOC108908085,agla,agla|LOC108908085,0.08054,0.2909,0.9039188724647644,1.5618,5,Adult_Brain
LOC108908088,agla,agla|LOC108908088,3.59262,4.8773,0.32924978984274084,1.07052,5,Adult_Brain
LOC108908092,agla,agla|LOC108908092,1.0425799999999998,1.3586,0.29075886942440754,0.5171,5,Adult_Brain
LOC108908111,agla,agla|LOC108908111,2.5919800000000004,2.992,0.1671206550802139,0.3077200000000001,5,Adult_Brain
LOC108908114,agla,agla|LOC108908114,0.12625999999999998,0.2342,0.5761101622544833,1.11502,5,Adult_Brain
LOC108908127,agla,agla|LOC108908127,3.5793400000000006,4.4857,0.2525692756983302,0.5902799999999999,5,Adult_Brain
LOC108908129,agla,agla|LOC108908129,1.17684,2.4523,0.6501345675488317,0.34712,5,Adult_Hindgut
LOC108908131,agla,agla|LOC108908131,0.33275999999999994,1.2889,0.9272829544572891,0.9412200000000001,5,Adult_Brain
LOC108908138,agla,agla|LOC108908138,0.92214,1.6822,0.5647812388538818,1.17632,5,Adult_Midgut
LOC108908139,agla,agla|LOC108908139,1.73112,2.5059,0.3864779121273795,0.86402,5,Adult_Brain
LOC108908153,agla,agla|LOC108908153,1.14832,2.0561,0.5518822041729488,0.3619399999999999,5,Adult_Midgut
LOC108908171,agla,agla|LOC108908171,2.90534,3.5642,0.23106868301442116,0.728,5,Adult_MalpighianTubule
